Symbol,Current Price,7d Change %,Trend,Volatility,RSI_14,Support,Resistance
BTCUSDT,87675.52,-1.0666458739534979,下跌,1.963200441714967,44.11794620175027,86465.475,92302.525
USDCUSDT,1.0004,0.0,上漲,0.013307583055771567,56.182824937259596,0.9996,1.0005
ETHUSDT,2937.66,-2.3867831426587216,下跌,3.164771679949794,44.4264333392891,2891.965,3179.7575
ZECUSDT,511.88,18.606052180360532,上漲,8.104524331542391,60.97059408059537,356.72249999999997,457.7375
SOLUSDT,123.8,-1.6914158659572909,下跌,3.108306808613486,41.9522141583496,122.3975,139.93
USD1USDT,1.001,0.16009605763458445,上漲,0.036162791247117965,65.77345549701117,0.9989,1.000075
FLOWUSDT,0.114,-32.94117647058824,下跌,6.983158700190419,16.465069940706982,0.16925,0.22675
BNBUSDT,843.26,-1.7934921854983354,下跌,2.325696384064001,42.91084993824829,834.3025,903.1025
XRPUSDT,1.8736,-1.6121409441789747,下跌,2.681182890044936,40.8283147144182,1.8547500000000001,2.121175
TRXUSDT,0.2838,-0.21097046413501852,下跌,1.1723233462005471,52.69347614018715,0.27705,0.2852
FDUSDUSDT,0.9989,-0.060030015007506154,下跌,0.022120169787395484,55.296661874684055,0.9975,0.9996
DOGEUSDT,0.12393,-6.5243626489666635,下跌,3.487257305697834,37.62191959424598,0.126535,0.14746499999999998
ADAUSDT,0.371,-0.02694691457827414,上漲,4.462716161136574,42.83843985877907,0.35867499999999997,0.438
ATUSDT,0.1699,81.32337246531482,上漲,12.346082870991589,52.91562660166034,0.0897,0.1518
BCHUSDT,615.4,4.234417344173447,上漲,3.7924226723514574,59.40695796987674,540.7249999999999,604.475
UNIUSDT,6.148,2.160186108341633,上漲,4.7800492011017415,56.94731251012249,5.263,6.178
ZENUSDT,9.376,20.128122998078158,上漲,6.277608590696169,53.9471408066325,7.7299999999999995,9.715
DASHUSDT,44.56,16.10213652944241,上漲,5.483552993961173,49.70275730961971,37.8875,51.3675
AVAXUSDT,12.82,3.2206119162640823,上漲,4.149153462288766,47.960654854881916,12.015,14.059999999999999
SUIUSDT,1.4503,-0.8409681389306645,上漲,5.567941401043117,45.18899002007271,1.39595,1.657225
